Date,ES,NQ,ZN
20-08-10,,,
23-08-10,,,
24-08-10,36.25058664,47.61816144,3.964664844
25-08-10,29.6507098,30.43037598,2.75677267
26-08-10,31.3657397,32.60462492,3.27232881
27-08-10,24.83392736,31.41700582,2.240628926
31-08-10,23.405122,31.54979978,2.11405361
01-09-10,19.74627307,27.32455932,1.961448848
02-09-10,22.25593732,30.79645732,1.983395682
03-09-10,24.48252486,33.65660174,1.897907756
07-09-10,23.72105636,35.02628594,2.022779772
08-09-10,24.95412272,37.37086618,2.057238458
09-09-10,26.3733089,40.00261884,1.840128326
10-09-10,28.12855064,42.3530448,1.777850648
13-09-10,30.28061032,45.01123512,1.929431808
14-09-10,31.58365902,47.92267328,2.181275348
15-09-10,33.2373585,51.1185344,2.268194136
16-09-10,34.76567156,54.27957364,2.25462031
17-09-10,34.9102663,56.37637812,2.382807902
20-09-10,36.34250858,58.49368008,2.5829288
21-09-10,37.46240252,61.10922692,2.855949154
27-09-10,38.89226806,63.02637364,3.221974222
28-09-10,40.58582352,65.479228,3.563639154
29-09-10,41.26931368,66.66111184,3.581290644
30-09-10,40.392456,63.28199364,3.58400756
08-10-10,40.01160224,64.82700536,3.622467642
11-10-10,42.50592356,65.57696248,3.883666456
12-10-10,44.199149,67.13580968,3.777450252
13-10-10,46.6151314,69.47690172,3.852814
14-10-10,47.59133804,71.19410688,3.535061384
15-10-10,48.5968134,69.516126,3.24636817
18-10-10,50.04548688,70.89461324,3.36239337
19-10-10,42.90992972,62.38589956,3.543915386
20-10-10,43.66427672,63.34954196,3.657024634
21-10-10,44.6523488,62.78873604,3.47253101
22-10-10,46.33888468,65.00796244,3.34531287
25-10-10,47.79496108,67.41612352,3.347398594
26-10-10,48.5225598,69.76098,2.891384366
27-10-10,47.32218836,71.97842188,2.52680909
28-10-10,47.54645848,72.9383742,2.69413021
29-10-10,48.1607948,71.59276872,3.008599482
01-11-10,49.83777596,72.73355556,3.211277472
02-11-10,52.76686404,75.46422372,3.441008368
03-11-10,56.24949348,78.6886018,3.607743326
04-11-10,55.58633064,79.88670728,3.820523962
05-11-10,59.01290308,81.20356504,3.880286554
08-11-10,60.48207632,80.89550724,3.921644194
09-11-10,55.41236228,77.87627192,3.313734366
10-11-10,55.64811376,76.73021176,3.375396886
11-11-10,54.4908146,75.26501188,3.15324481
12-11-10,44.59820472,54.1100542,2.80104308
15-11-10,43.2677796,49.45748932,2.020634578
16-11-10,32.38297604,35.48078906,1.972304672
17-11-10,31.3487741,33.3336663,1.931323346
18-11-10,33.5030315,36.7305115,1.775127938
19-11-10,36.0869689,39.65467062,1.793017686
22-11-10,37.48672678,43.70188312,2.122316796
23-11-10,30.46144562,35.73673774,2.452811674
24-11-10,31.3025028,36.90059156,1.951843254
26-11-10,29.06870838,36.70789822,2.00332586
29-11-10,29.56442958,36.82745392,2.199284948
30-11-10,28.4050988,30.81033638,2.425060872
01-12-10,30.1149362,32.22608368,1.800318236
02-12-10,33.8204063,36.39233,1.497381234
03-12-10,36.30985002,38.67726916,1.520667776
06-12-10,37.19344834,40.06624084,1.87905319
07-12-10,38.03578968,40.5777304,1.19247837
08-12-10,39.563401,42.03006664,0.890240406
09-12-10,41.30625836,42.72082188,0.764875268
10-12-10,43.55901492,44.8002446,0.662620996
13-12-10,44.91474464,44.74815504,0.732059618
14-12-10,45.80153656,45.29484404,0.522292956
15-12-10,44.80266448,42.19293584,0.439087402
